Title,Operating system,Processor family,Processor,Processor technology,Chipset,Neural Processing Unit (NPU),Memory,Memory slots,Internal drive,Display,Graphics,Network interface,External I/O Ports,Audio Features,Webcam,Keyboard,Pointing device,Wireless technology,Finger print reader,Power supply,Battery,Energy efficiency,Dimensions (W X D X H),Weight,Warranty,Software included,Security management,Manageability features,Sustainable Impact Specifications,SourceFile,Display brightness,Display color gamut,Storage,Battery life,Video Playback Battery Life,Battery Recharge Time,Color,Expansion slots,Wireless Technologies (NFC),"Processor, graphics & memory",Screen-To-Body Ratio,Personalization,Active pen,Primary battery,Office software,McAfee AI Powered Security Software,Package weight,Sensors,Manageability Features,Processor and graphics,Stylus,Wireless technology WWAN,Support Service Included,Base features,ENERGY STAR compliance,Out-of-Band management,Internal M.2 storage,2nd internal M.2 storage,3rd internal M.2 storage,4th internal M.2 storage,Internal storage RAID,Mobile broadband,Broadband service provider,AC adapter,Power cord,Battery information,Settings,"Processor, graphics, memory & hard disk",Internal storage,Smart card reader,Package dimensions,Hard drive,External optical drive,Battery weight,Near field communication
HP mt645 G8 Mobile Thin Client Wi-Fi,Windows 11 IoT Enterprise 2024 LTSC,,"AMD Ryzen™ 3 7335U (up to 4.3 GHz max boost clock, 8 MB L3 cache, 4 cores, 8 threads)",,,,8 GB DDR5-4800 MT/s (1 x 8 GB),2 SODIMM,,"14"" diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC [12,13,14,15,16]",Integrated: AMD Radeon™ 660M Graphics,,"2 USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4); 1 USB Type-A 5Gbps signaling rate (charging); 1 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 headphone/microphone combo; 1 security lock slot; 1 smart card reader; 1 RJ-45 Ethernet port","Audio by Poly Studio, dual stereo speakers with discrete amplifiers, integrated dual array microphones",,,,MediaTek Wi-Fi 6E RZ616 (2x2) and Bluetooth® 5.3 wireless card,,HP 65 W USB Type-C™ adapter,"HP Long Life 3-cell, 56 Wh polymer",,12.54 x 8.83 x 0.43 in (front); 12.54 x 8.83 x 0.67 in (rear),Starting at 3.09 lb,3 year (3/3/0) limited warranty includes 3 years of parts and labor. No on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.,,,,,hp_laptop_74.html,,,,,,,,,,,,,,,,,,Hall sensor; Thermal sensor; HP Tamper Lock,,,,,,,,,,,,,,,,,,,,,,,,256 GB PCIe® NVMe™ SSD,,,
HP EliteBook 6 G1i 14 Notebook AI PC with 3 Yr Warranty & Wolf Pro Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp_laptop_75.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP EliteBook 6 G1i 14 Notebook AI PCTouch with 3 Yr Warranty & Wolf Pro Security,Windows 11 Pro,Intel® Core™ Ultra 7 processor,"Intel® Core™ Ultra 7 255U (up to 5.2 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 12 cores, 14 threads) [6,7]",,,Intel® AI Boost (12 NPU TOPS),32 GB DDR5-5600 MT/s (2 x 16 GB),2 SODIMM,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,"14"" diagonal, WUXGA (1920 x 1200), touch, IPS, anti-glare, 300 nits, 62.5% sRGB [16,18,19,20]",Integrated: Intel® Graphics,"Intel® I219-V GbE, non-vPro®","1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 1 security lock slot; 2 USB Type-A 5Gbps signaling rate (powered); 2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery 3.0, DisplayPort™ 2.1, HP Sleep and Charge)","Audio by Poly Studio, dual stereo speakers, dual array microphones",5 MP IR camera,"Spill-resistant, backlit keyboard",Clickpad with multi-touch gesture support,"Intel® Wi-Fi 7 BE201 (2x2) and Bluetooth® 5.4 wireless card, non-vPro®",Fingerprint reader,65 W USB Type-C® adapter,"HP Long Life 3-cell, 56 Wh Li-ion polymer",ENERGY STAR® certified,12.54 x 8.83 x 0.43 in (front); 12.54 x 8.83 x 0.67 in (rear),Starting at 3.09 lb,3 year (3/3/0) limited warranty includes 3 years of parts and labor. No on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.,Buy Microsoft Office (sold separately) - HP Connection Optimizer - HP Hotkey support - HP MAC Address Manager - HP Notifications - HP UEFI BIOS Certification level 2.7B - HP PC Hardware Diagnostics Windows - HP Privacy Settings - HP Services Scan - HP Smart Support - HP Support Assistant - myHP - HSA Fusion for Commercial - HSA Telemetry for Commercial - Poly Lens - Poly Camera Pro - Copilot in Windows with Copilot key - - -,HP Tamper Lock - Secured-Core PC Enable - Windows Hello Enhanced SIgn-in Security (ESS) Enable - HP Sure Admin - HP Sure Click - HP Sure Recover - HP Sure Run - HP Sure Sense - HP Sure Start - TPM 2.0 Embedded Security Chip (Common Criteria EAL4+ Certified) (FIPS 140-2 Level 2 Certified) - Absolute Persistence Module - Audio Permanent Disable - HP BIOS Recovery - BIOS Update via Network - HP BIOSphere Gen6 - HP DriveLock and Automatic DriveLock - HP Secure Erase - HP Wake on WLAN - Security lock slot - - - -,,Low halogen; Bulk packaging available; 20% post-consumer recycled plastic; 50% recycled metal; 50% ocean-bound plastic in fan enclosure; 100% of HP paper-based packaging is from recycled or certified sustainable sources,hp_laptop_76.html,,,,,,,Pike silver aluminum,,,,,,,,,,,HP Sure Platform; Thermal sensor; HP Tamper Lock; Hall effect sensor,HP Client Catalog (download) - HP Client Management Script Library (download) - HP Cloud Recovery - HP Connect for Microsoft Endpoint Manager - HP Driver Packs (download) - HP Image Assistant (download) - HP Manageability Integration Kit (download) - HP Power Manager with Battery Health Manager (download) - -,,,,,,,,,,,,,,,,,,,,,,,,,,
HP EliteBook 6 G1i 14 Notebook AI PC with 3 Yr Warranty & Wolf Pro Security,Windows 11 Pro,Intel® Core™ Ultra 7 processor,"Intel® Core™ Ultra 7 265U (up to 5.3 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 12 cores, 14 threads) [6,7]",Intel® vPro® Technology,,Intel® AI Boost (12 NPU TOPS),32 GB DDR5-5600 MT/s (2 x 16 GB),2 SODIMM,2 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,"14"" diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 62.5% sRGB [16,18,19,20]",Integrated: Intel® Graphics,Intel® I219-LM GbE,"1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 1 security lock slot; 2 USB Type-A 5Gbps signaling rate (powered); 2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery 3.0, DisplayPort™ 2.1, HP Sleep and Charge)","Audio by Poly Studio, dual stereo speakers, dual array microphones",5 MP IR camera,"Spill-resistant, backlit keyboard",Clickpad with multi-touch gesture support,"Intel® Wi-Fi 7 BE200 (2x2) and Bluetooth® 5.4 wireless card, vPro®",Fingerprint reader,65 W USB Type-C® adapter,"HP Long Life 3-cell, 56 Wh Li-ion polymer",ENERGY STAR® certified,12.54 x 8.83 x 0.43 in (front); 12.54 x 8.83 x 0.67 in (rear),Starting at 3.09 lb,3 year (3/3/0) limited warranty includes 3 years of parts and labor. No on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.,Buy Microsoft Office (sold separately) - HP Connection Optimizer - HP Hotkey support - HP MAC Address Manager - HP Notifications - HP UEFI BIOS Certification level 2.7B - HP PC Hardware Diagnostics Windows - HP Privacy Settings - HP Services Scan - HP Smart Support - HP Support Assistant - myHP - HSA Fusion for Commercial - HSA Telemetry for Commercial - Poly Lens - Poly Camera Pro - Copilot in Windows with Copilot key - - -,HP Tamper Lock - Secured-Core PC Enable - Windows Hello Enhanced SIgn-in Security (ESS) Enable - HP Sure Admin - HP Sure Click - HP Sure Recover - HP Sure Run - HP Sure Sense - HP Sure Start - TPM 2.0 Embedded Security Chip (Common Criteria EAL4+ Certified) (FIPS 140-2 Level 2 Certified) - Absolute Persistence Module - Audio Permanent Disable - HP BIOS Recovery - BIOS Update via Network - HP BIOSphere Gen6 - HP DriveLock and Automatic DriveLock - HP Secure Erase - HP Wake on WLAN - Security lock slot - - - -,,Low halogen; Bulk packaging available; 20% post-consumer recycled plastic; 50% recycled metal; 50% ocean-bound plastic in fan enclosure; 100% of HP paper-based packaging is from recycled or certified sustainable sources,hp_laptop_77.html,,,,,,,Pike silver aluminum,,,,,,,,,,,HP Sure Platform; Thermal sensor; HP Tamper Lock; Hall effect sensor,HP Client Catalog (download) - HP Client Management Script Library (download) - HP Cloud Recovery - HP Connect for Microsoft Endpoint Manager - HP Driver Packs (download) - HP Image Assistant (download) - HP Manageability Integration Kit (download) - HP Power Manager with Battery Health Manager (download) - -,,,,,,,,,,,,,,,,,,,,,,,,,,
HP EliteBook 6 G1i 16 Notebook AI PC with 3 Yr Warranty & Wolf Pro Security,Windows 11 Pro,Intel® Core™ Ultra 5 processor,"Intel® Core™ Ultra 5 225U (up to 4.8 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 12 cores, 14 threads) [6,7]",,,Intel® AI Boost (12 NPU TOPS),16 GB DDR5-5600 MT/s (1 x 16 GB),2 SODIMM,512 GB PCIe® Gen4 NVMe™ TLC SSD,"16"" diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 62.5% sRGB [16,18,19,20]",Integrated: Intel® Graphics,"Intel® I219-V GbE, non-vPro®","1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 1 security lock slot; 2 USB Type-A 5Gbps signaling rate (powered); 2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery 3.0, DisplayPort™ 2.1, HP Sleep and Charge) 1 smart card reader","Audio by Poly Studio, dual stereo speakers, dual array microphones",5 MP IR camera,"Spill-resistant, backlit keyboard with numeric keypad",Clickpad with multi-touch gesture support,"Intel® Wi-Fi 7 BE201 (2x2) and Bluetooth® 5.4 wireless card, non-vPro®",Fingerprint reader,65 W USB Type-C® adapter,"HP Long Life 3-cell, 56 Wh Li-ion polymer",ENERGY STAR® certified,14.15 x 9.88 x 0.43 in (front); 14.15 x 9.88 x 0.67 in (rear),Starting at 3.86 lb,3 year (3/3/0) limited warranty includes 3 years of parts and labor. No on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.,Buy Microsoft Office (sold separately) - HP Connection Optimizer - HP Hotkey support - HP MAC Address Manager - HP Notifications - HP UEFI BIOS Certification level 2.7B - HP PC Hardware Diagnostics Windows - HP Privacy Settings - HP Services Scan - HP Smart Support - HP Support Assistant - myHP - HSA Fusion for Commercial - HSA Telemetry for Commercial - Poly Lens - Poly Camera Pro - Copilot in Windows with Copilot key - - -,HP Tamper Lock - Secured-Core PC Enable - Windows Hello Enhanced SIgn-in Security (ESS) Enable - HP Sure Admin - HP Sure Click - HP Sure Recover - HP Sure Run - HP Sure Sense - HP Sure Start - TPM 2.0 Embedded Security Chip (Common Criteria EAL4+ Certified) (FIPS 140-2 Level 2 Certified) - Absolute Persistence Module - Audio Permanent Disable - HP BIOS Recovery - BIOS Update via Network - HP BIOSphere Gen6 - HP DriveLock and Automatic DriveLock - HP Secure Erase - HP Wake on WLAN - Security lock slot - - - -,,Low halogen; Bulk packaging available; 25% post-consumer recycled plastic; 50% recycled metal; 50% ocean-bound plastic in fan enclosure; 100% of HP paper-based packaging is from recycled or certified sustainable sources,hp_laptop_78.html,,,,,,,Pike silver aluminum,,,,,,,,,,,HP Sure Platform; Thermal sensor; HP Tamper Lock; Hall effect sensor,HP Client Catalog (download) - HP Client Management Script Library (download) - HP Cloud Recovery - HP Connect for Microsoft Endpoint Manager - HP Driver Packs (download) - HP Image Assistant (download) - HP Manageability Integration Kit (download) - HP Power Manager with Battery Health Manager (download) - -,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook X Laptop 14-fe0087nr 14"", Touch screen, Windows 11 Home, Snapdragon®, 16GB RAM, 1TB SSD, 2.2K, Meteor silver",Windows 11 Home,,"Snapdragon® X Elite X1E-78-100 (up to 3.4 GHz, 12 cores) [6,7]",,,Qualcomm® Hexagon™ NPU (45 NPU TOPS),16 GB LPDDR5x-8448 MT/s (onboard),,,"14"" diagonal, 2.2K (2240 x 1400), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Corning® Gorilla® Glass NBT™, Low Blue Light, 300 nits, low power, 100% sRGB",Integrated: Qualcomm® Adreno™ GPU,,"1 USB Type-A 10Gbps signaling rate; 1 headphone/microphone combo; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery 3.0, DisplayPort™ 1.4a, HP Sleep and Charge)",Dual speakers; HP Audio Boost; Poly Studio,5MP IR camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, soft gray keyboard",HP Imagepad,"Qualcomm® FastConnect™ 7800 Wi-Fi 7 (2x2) High Band Simultaneous (HBS) and Bluetooth® 5.4 wireless card [12,46]",,65 W USB Type-C® power adapter,"3-cell, 59 Wh Li-ion polymer",EPEAT® Gold with Climate+,12.32 x 8.8 x 0.56 in (front); 12.32 x 8.8 x 0.57 in (rear),2.97 lb,1-year limited hardware warranty. Additional information available at www.support.hp.com ; 1-year limited technical support for software and initial setup (from date of purchase),"1 month trial for new Microsoft 365 customers [2,43]",Mic mute key; Camera privacy shutter; Trusted Platform Module (Firmware TPM) support,,,hp_laptop_79.html,300 nits,100% sRGB,1 TB PCIe® Gen4 NVMe™ M.2 SSD,,Up to 26 hours and 15 minutes,Supports battery fast charge: approximately 50% in 30 minutes,Meteor silver aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP ProBook 4 G1a 14 Notebook AI PC with 3 Yr Wolf Pro Security,Windows 11 Pro,AMD Ryzen™ 5 processor,"AMD Ryzen™ 5 230 (up to 4.9 GHz max boost clock, 16 MB L3 cache, 6 cores, 12 threads) [6,7]",,,AMD Ryzen™ AI (16 NPU TOPS),16 GB DDR5-5600 MT/s (1 x 16 GB),2 SODIMM,512 GB PCIe® NVMe™ SSD,"14"" diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, low power, 62.5% sRGB [14,15,16,17]",Integrated: AMD Radeon™ 760M Graphics,Realtek RTL8111HSH-CG GbE,"1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 1 security lock slot; 2 USB Type-A 5Gbps signaling rate (powered); 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery 3.0, DisplayPort™ 1.4)","Audio by Poly Studio, dual stereo speakers, dual array microphones",5 MP IR camera,"Spill-resistant, backlit keyboard",Clickpad with multi-touch gesture support,MediaTek Wi-Fi 7 MT7925 (2x2) and Bluetooth® 5.4 wireless card,Fingerprint reader,65 W USB Type-C® adapter,"HP Long Life 3-cell, 56 Wh Li-ion polymer",ENERGY STAR® certified,12.54 x 8.83 x 0.43 in (front); 12.54 x 8.83 x 0.67 in (rear),Starting at 3.09 lb,1 year (1/1/0) limited warranty includes 1 year of parts and labor. No on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.,Buy Microsoft Office (sold separately) - Edge Customization - HP Connection Optimizer - HP Hotkey support - HP MAC Address Manager - HP Notifications - HP UEFI BIOS Certification level 2.8 - HP PC Hardware Diagnostics Windows - HP Privacy Settings - HP Services Scan - HP Smart Support - HP Support Assistant - myHP - HSA Fusion for Commercial - HSA Telemetry for Commercial - Poly Camera Pro - Poly Lens - Copilot in Windows with Copilot key - -,HP Sure Admin - HP Sure Click - HP Sure Recover - HP Sure Run - HP Sure Sense - HP Sure Start - HP Tamper Lock - Secured-Core PC Enable - TPM 2.0 Embedded Security Chip (Common Criteria EAL4+ Certified) (FIPS 140-2 Level 2 Certified) - Absolute Persistence Module - Audio Permanent Disable - HP BIOS Recovery - BIOS Update via Network - HP BIOSphere - HP DriveLock and Automatic DriveLock - HP Secure Erase - HP Wake on WLAN - Windows Hello Enhanced SIgn-in Security (ESS) Enable - - - - -,,Low halogen; Bulk packaging available; 20% post-consumer recycled plastic; 50% ocean-bound plastic; 50% recycled metal; 100% of HP paper-based packaging is from recycled or certified sustainable sources,hp_laptop_8.html,,,,,,,Pike silver,,,,,,,,,,,HP Sure Platform; Thermal sensor; HP Tamper Lock; Hall effect sensor,HP Client Catalog (download) - HP Client Management Script Library (download) - HP Cloud Recovery - HP Connect for Microsoft Endpoint Manager - HP Driver Packs (download) - HP Image Assistant (download) - HP Manageability Integration Kit (download) - HP Power Manager with Battery Health Manager (download) - -,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook X Laptop 14-fe0057nr 14"", Touch screen, Windows 11 Home, Snapdragon®, 16GB RAM, 512GB SSD, 2.2K, Meteor silver",Windows 11 Home,,"Snapdragon® X Elite X1E-78-100 (up to 3.4 GHz, 12 cores) [6,7]",,,Qualcomm® Hexagon™ NPU (45 NPU TOPS),16 GB LPDDR5x-8448 MT/s (onboard),,,"14"" diagonal, 2.2K (2240 x 1400), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Corning® Gorilla® Glass NBT™, Low Blue Light, 300 nits, low power, 100% sRGB",Integrated: Qualcomm® Adreno™ GPU,,"1 USB Type-A 10Gbps signaling rate; 1 headphone/microphone combo; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery 3.0, DisplayPort™ 1.4a, HP Sleep and Charge)",Dual speakers; HP Audio Boost; Poly Studio,5MP IR camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, soft gray keyboard",HP Imagepad,"Qualcomm® FastConnect™ 7800 Wi-Fi 7 (2x2) High Band Simultaneous (HBS) and Bluetooth® 5.4 wireless card [12,46]",,65 W USB Type-C® power adapter,"3-cell, 59 Wh Li-ion polymer",EPEAT® Gold with Climate+,12.32 x 8.8 x 0.56 in (front); 12.32 x 8.8 x 0.57 in (rear),2.97 lb,1-year limited hardware warranty. Additional information available at www.support.hp.com ; 1-year limited technical support for software and initial setup (from date of purchase),"1 month trial for new Microsoft 365 customers [2,43]",Mic mute key; Camera privacy shutter; Trusted Platform Module (Firmware TPM) support,,,hp_laptop_80.html,300 nits,100% sRGB,512 GB PCIe® NVMe™ M.2 SSD,,Up to 26 hours and 15 minutes,Supports battery fast charge: approximately 50% in 30 minutes,Meteor silver aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook X Laptop 14-fe0058nr 14"", Touch screen, Windows 11 Home, Snapdragon®, 16GB RAM, 512GB SSD, 2.2K, Ceramic white",Windows 11 Home,,"Snapdragon® X Elite X1E-78-100 (up to 3.4 GHz, 12 cores) [6,7]",,,Qualcomm® Hexagon™ NPU (45 NPU TOPS),16 GB LPDDR5x-8448 MT/s (onboard),,,"14"" diagonal, 2.2K (2240 x 1400), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Corning® Gorilla® Glass NBT™, Low Blue Light, 300 nits, low power, 100% sRGB",Integrated: Qualcomm® Adreno™ GPU,,"1 USB Type-A 10Gbps signaling rate; 1 headphone/microphone combo; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery 3.0, DisplayPort™ 1.4a, HP Sleep and Charge)",Dual speakers; HP Audio Boost; Poly Studio,5MP IR camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, ceramic white keyboard",HP Imagepad,"Qualcomm® FastConnect™ 7800 Wi-Fi 7 (2x2) High Band Simultaneous (HBS) and Bluetooth® 5.4 wireless card [12,46]",,65 W USB Type-C® power adapter,"3-cell, 59 Wh Li-ion polymer",EPEAT® Gold with Climate+,12.32 x 8.8 x 0.56 in (front); 12.32 x 8.8 x 0.57 in (rear),2.97 lb,1-year limited hardware warranty. Additional information available at www.support.hp.com ; 1-year limited technical support for software and initial setup (from date of purchase),"1 month trial for new Microsoft 365 customers [2,43]",Mic mute key; Camera privacy shutter; Trusted Platform Module (Firmware TPM) support,,,hp_laptop_81.html,300 nits,100% sRGB,512 GB PCIe® NVMe™ M.2 SSD,,Up to 26 hours and 15 minutes,Supports battery fast charge: approximately 50% in 30 minutes,Ceramic white aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook Ultra Laptop 14-fd0087nr 14"", Touch screen, Windows 11 Home, AMD Ryzen™ AI 9, 16GB RAM, 1TB SSD, 2.2K, Meteor silver",Windows 11 Home,,"AMD Ryzen™ AI 9 365 (up to 5.0 GHz max boost clock, 24 MB L3 cache, 10 cores, 20 threads) [6,7]",,,AMD Ryzen™ AI (50 NPU TOPS),16 GB LPDDR5x-7500 MT/s (onboard),,,"14"" diagonal, 2.2K (2240 x 1400), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Corning® Gorilla® Glass NBT™, Low Blue Light, 400 nits, low power, 100% sRGB [17,29]",Integrated: AMD Radeon™ Graphics,,"2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 1 USB Type-A 10Gbps signaling rate (HP Sleep and Charge); 1 headphone/microphone combo",DTS:X® Ultra; Quad speakers; HP Audio Boost; Poly Studio,9MP IR AI camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, soft grey keyboard",HP Imagepad,MediaTek Wi-Fi 7 MT7925 (2x2) and Bluetooth® 5.4 wireless card,Fingerprint reader,65 W USB Type-C® power adapter,"4-cell, 68 Wh Li-ion polymer",EPEAT® Gold with Climate+,12.41 x 8.96 x 0.65 in,3.47 lb,1-year limited hardware warranty. Additional information available at www.support.hp.com ; 1-year limited technical support for software and initial setup (from date of purchase),"1 month trial for new Microsoft 365 customers [2,25,43]",Mic mute key; Camera privacy shutter,,,hp_laptop_82.html,400 nits,100% sRGB,1 TB PCIe® Gen4 NVMe™ M.2 SSD,Up to 16 hours and 30 minutes,Up to 22 hours and 15 minutes,Supports battery fast charge: approximately 50% in 45 minutes,Meteor silver aluminum,,,,,,,,,,,Accelerometer; IR thermal sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 14-ep1072nr 14"", Windows 11 Home, Intel® Core™ 5, 16GB RAM, 512GB SSD, FHD, Natural silver",Windows 11 Home,,"Intel® Core™ 5 120U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads) [6,7]",,,,16 GB DDR4-3200 MT/s (2 x 8 GB),,,"14"" diagonal, FHD (1920 x 1080), IPS, micro-edge, anti-glare, 300 nits, low power, 62.5% sRGB [17,35]",Integrated: Intel® Graphics,,"2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo; 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4b, HP Sleep and Charge)",Dual speakers,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, soft gray keyboard",HP Imagepad,"Realtek Wi-Fi 6 (2x2) and Bluetooth® 5.3 wireless card (supporting gigabit data rate) [11,12,13,46]",,45 W AC power adapter,"3-cell, 41 Wh Li-ion polymer",EPEAT® Gold registered,12.74 x 8.46 x 0.70 in (front); 12.74 x 8.46 x 1.28 in (rear),3.09 lb,1-year limited hardware warranty. Additional information available at www.support.hp.com ; 90 days limited technical support for software and initial setup (from date of purchase),"1 month trial for new Microsoft 365 customers [2,25,43]",Mic mute key; Camera privacy shutter; Trusted Platform Module (Firmware TPM) support,,,hp_laptop_83.html,300 nits,62.5% sRGB,512 GB PCIe® NVMe™ M.2 SSD,Up to 8 hours and 15 minutes,Up to 10 hours and 45 minutes,Supports battery fast charge: approximately 50% in 45 minutes,Natural silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 15-fd1070nr 15.6"", Windows 11 Home, Intel® Core™ 3, 8GB RAM, 256GB SSD, HD, Jet black",Windows 11 Home,,"Intel® Core™ 3 100U (up to 4.7 GHz with Intel® Turbo Boost Technology, 10 MB L3 cache, 6 cores, 8 threads) [6,7]",,,,8 GB DDR4-3200 MT/s (1 x 8 GB),,,"15.6"" diagonal, HD (1366 x 768), micro-edge, anti-glare, 250 nits, 45% NTSC [17,35]",Integrated: Intel® Graphics,,"2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo; 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4b, HP Sleep and Charge)",Dual speakers,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, jet black keyboard with numeric keypad",HP Imagepad,"Realtek Wi-Fi 6 (2x2) and Bluetooth® 5.3 wireless card (supporting gigabit data rate) [11,12,13,46]",,45 W Smart AC power adapter,"3-cell, 41 Wh Li-ion polymer",EPEAT® Gold registered,14.17 x 9.29 x 0.73 in,3.65 lb,1-year limited hardware warranty. Additional information available at www.support.hp.com ; 90 days limited technical support for software and initial setup (from date of purchase),"1 month trial for new Microsoft 365 customers [2,25,43]",Mic mute key; Camera privacy shutter; Trusted Platform Module (Firmware TPM) support,,,hp_laptop_84.html,250 nits,45% NTSC,256 GB PCIe® NVMe™ M.2 SSD,Up to 7 hours and 15 minutes,Up to 10 hours and 45 minutes,Supports battery fast charge: approximately 50% in 45 minutes,Jet black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 15-fd1071nr 15.6"", Windows 11 Home, Intel® Core™ 5, 8GB RAM, 256GB SSD, FHD, Jet black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp_laptop_85.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
