title,price_usd,Model,Processor,Graphics,Memory,Storage,Display,Operating System,Battery,Weight,Color,Expansion Slots (includes used),I/O Ports,Keyboard & Touchpad,Camera,Audio,Network and Communication,Power Supply,Dimensions (W x D x H),Built-in Apps,MyASUS Features,ASUS Exclusive technology,Exclusive Subscription Offers,Microsoft Office,Military Grade,Ecolabels & Compliances,Xbox Game Pass,Disclaimer,Included in the Box,Security,Keyboard and Touchpad,AURA SYNC,Included in the Box (Optional),Neural Processor,Note,Additional Display,Neural processor,Sustainable Material,MyExpert Features
asus_111_ASUS_BR1102F,,ASUS BR1102F,"Intel® Processor N100 0.8 GHz (6MB Cache, up to 3.4 GHz, 4 cores, 4 Threads) Intel® Processor N200 1.0 GHz (6MB Cache, up to 3.7 GHz, 4 cores, 4 Threads)",Intel® UHD Graphics,"4GB DDR4 on board, Memory Max Up to:4GB 8GB DDR4 on board, Memory Max Up to:8GB",128GB M.2 2280 NVMe™ PCIe® 3.0 SSD,"Touch screen, 11.6-inch, HD (1366 x 768) 16:9, Wide view, Glossy display with Corning Gorilla® Glass, LED Backlit, 250nits, NTSC: 50%, Screen-to-body ratio:63 %",Windows 11 Pro Education *Some devices for academic use will automatically be updated to Windows 11 Pro Education with the Windows 11 Anniversary Update. Features vary; see https://aka.ms/ProEducation for Windows 11 Pro Education feature information.,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",,Mineral Grey,1x M.2 2280 PCIe 3.0x4,1x USB 2.0 Type-A 1x USB 3.2 Gen 2 Type-A 1x USB 3.2 Gen 2 Type-C support display / power delivery 1x USB 2.0 Type-C 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet,"Chiclet Keyboard, 1.35mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter 13.0M camera,Audio by Dirac Built-in speaker Built-in array microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.2 Wireless Card,"TYPE C ;45W AC Adapter ;Output: 20V DC, 2.25A, 45W , Input: 100~240V AC; 50/60Hz universal","29.69 x 20.85 x 2.11 ~ 2.12 cm (11.69"" x 8.21"" x 0.83"" ~ 0.83"")",MyASUS,System diagnosis Battery health charging Splendid Tru2Life Function key lock WiFi SmartConnect AppDeals Link to MyASUS,,,,US MIL-STD 810H military-grade standard,TCO Certified Energy star 8.0 FSC Recycled RoHS REACH,,,,Trusted Platform Module (TPM) 2.0 Support Absolute Persistence 2.0 (Computrace) BIOS setup user password BIOS Booting User Password Protection Kensington Security Slot™(7x 3mm),,,Dust Plug,,,,,,
asus_112_ASUS_Chromebook_CM14_Flip__CM1402F_,$409.99,CM1402FM2A ASUS Store Price $409.99 Buy,"MediaTek™ Kompanio 520 2.0 GHz(1M Cache, up to 2.0 GHz, 8 cores)",ARM Mali-G52 MC2,"8GB LPDDR4X on board, Memory Max Up to:8GB 4GB LPDDR4X on board, Memory Max Up to:4GB","64G eMMC, 64G eMMC","Touch screen, 14.0-inch, FHD (1920 x 1080) 16:9, Wide view, Glossy display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:77 %",ChromeOS,"42WHrs, 2S1P, 2-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.56 kg (3.44 lbs),Gravity Grey Grey Green,,Up to 2x USB 3.2 Gen 1 Type-A 2x USB 3.2 Gen 1 Type-C support display / power delivery 1x 3.5mm Combo Audio Jack Micro SD card reader,"Chiclet Keyboard, 1.5mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter,Built-in speaker Built-in microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal (wallomount)","32.46 x 22.67 x 1.83 ~ 1.83 cm (12.78"" x 8.93"" x 0.72"" ~ 0.72"")",,,,,,US MIL-STD 810H military-grade standard,TCO Certified EPEAT Silver Energy star 8.0 FSC Recycled RoHS REACH,,,,Titan C Security Chip Kensington Nano Security Slot™(6x 2.5mm),,,USI 2.0 garaged stylus Dust Plug,,,,,,
asus_113_ASUS_Chromebook_CM14__CM1402C_,$299.99,CM1402CM2A ASUS Store Price $299.99 Buy,"MediaTek™ Kompanio 520 2.0 GHz(1M Cache, up to 2.0 GHz, 8 cores)",ARM Mali-G52 MC2,"4GB LPDDR4X on board, Memory Max Up to:4GB 8GB LPDDR4X on board, Memory Max Up to:8GB",64G eMMC,"Non-touch screen, 14.0-inch, FHD (1920 x 1080) 16:9, TN, Anti-glare display, LED Backlit, 220nits, NTSC: 45%, Screen-to-body ratio:77 % Non-touch screen, 14.0-inch, FHD (1920 x 1080) 16:9, TN, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:77 %",ChromeOS,"42WHrs, 2S1P, 2-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.45 kg (3.20 lbs),Gravity Grey,,Up to 2x USB 3.2 Gen 1 Type-A 2x USB 3.2 Gen 1 Type-C support display / power delivery 1x 3.5mm Combo Audio Jack Micro SD card reader,"Chiclet Keyboard, 1.5mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter,Built-in speaker Built-in microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal","32.46 x 22.67 x 1.83 ~ 1.83 cm (12.78"" x 8.93"" x 0.72"" ~ 0.72"")",,,,,,US MIL-STD 810H military-grade standard,TCO Certified EPEAT Silver Energy star 8.0 FSC Recycled RoHS REACH,,,,Titan C Security Chip Kensington Nano Security Slot™(6x 2.5mm),,,,,,,,,
asus_114_ASUS_Zenbook_14X_OLED__UX3404_,"$1,499.99","UX3404VC ASUS Store Price $1,499.99 Notify me","Intel® Core™ i9-13900H Processor 2.6 GHz (24MB Cache, up to 5.4 GHz, 14 cores, 20 Threads)",NVIDIA® GeForce RTX™ 3050 4GB Laptop GPU 4GB GDDR6 Intel® Iris Xe Graphics *Intel Iris Xᵉ Graphics is only available in models with Intel® Core™ i5/i7/i9 processors with up to 80 graphics execution units (EUs) and dual-channel memory.,32GB LPDDR5 on board Max Total system memory up to:32GB *Supports dual-channel memory.,1TB M.2 NVMe™ PCIe® 4.0 SSD,"14.5-inch, 2.8K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 120Hz refresh rate, 550nits HDR peak brightness, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, TÜV Rheinland-certified, Touch screen, (Screen-to-body ratio)89%, With stylus support",Windows 11 Home - ASUS recommends Windows 11 Pro for business,"70WHrs, 3S1P, 3-cell Li-ion",1.56 kg (3.44 lbs),Inkwell Gray,1x M.2 2280 PCIe 4.0x4,1x USB 3.2 Gen 2 Type-A 2x Thunderbolt™ 4 with support for display / power delivery (data speed up to 40Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack,"Backlit Chiclet Keyboard, Precision touchpad, support NumberPad",FHD camera with IR function to support Windows Hello,Smart Amp Technology Built-in speaker Built-in array microphone harman/kardon (Premium) with Cortana voice-recognition support,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),"TYPE-C, 100W AC Adapter, Output 20V DC, 5A, 100W, Input: 100~240V AC 50/60Hz universal","32.18 x 22.56 x 1.69 ~ 1.69 cm (12.67"" x 8.88"" x 0.67"" ~ 0.67"")",MyASUS ProArt Creator Hub ScreenXpert GlideX,System diagnosis Battery health charging Fan Profile Splendid Tru2Life Function key lock WiFi SmartConnect TaskFirst Live update AI Noise Canceling,,"3-Month GoPro Premium+ Subscription 3-Month Membership of Adobe Creative Cloud All Apps, Individual. The redemption duration from September 15, 2021 to August 31, 2026.",1-month trial for new Microsoft 365 customers. Credit card required.,US MIL-STD 810H military-grade standard,EPEAT Silver Energy star 8.0 RoHS REACH,"Xbox Game Pass for PC_3 months (*Terms and exclusions apply. Offer only available in eligible markets for Game Pass for PC. Eligible markets are determined at activation. Game catalog varies by region, device, and time.)","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.",USB-A to RJ45 gigabit ethernet adapter Sleeve * Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,Trusted Platform Module (TPM) 2.0 IR webcam with Windows Hello support,,,,,,,,,
asus_115_ProArt_Studiobook_16_OLED__H7604_,"$2,499.99","H7604JI ASUS Store Price $2,499.99 Notify me","Intel® Core™ i9-13980HX Processor 2.2 GHz (36MB Cache, up to 5.6 GHz, 24 cores, 32 Threads)",NVIDIA® GeForce RTX™ 4070 Laptop GPU (321 AI TOPs) 8GB GDDR6 Up to 2175MHz Boost Clock 130W Maximum Graphics Power with Dynamic Boost Intel® UHD Graphics,32GB DDR5 SO-DIMM Max Total system memory up to:64GB,1TB M.2 NVMe™ PCIe® 4.0 Performance SSD,"3.2K (3200 x 2000) OLED 16:10 aspect ratio, 0.2ms response time, 120Hz refresh rate, 550nits HDR peak brightness, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, Touch screen, (Screen-to-body ratio)87%, With stylus support",Windows 11 Home - ASUS recommends Windows 11 Pro for business,"90WHrs, 4S1P, 4-cell Li-ion",2.40 kg (5.29 lbs),Mineral Black,2x DDR5 SO-DIMM slots 2x M.2 2280 PCIe 4.0x4,2x Thunderbolt™ 4 with support for display / power delivery (data speed up to 40Gbps) 1x 3.5mm Combo Audio Jack 1x Headphone/Headset 1x RJ45 Gigabit Ethernet 1x DC-in,Precision touchpad,FHD camera with IR function to support Windows Hello With privacy shutter,Smart Amp Technology Built-in speaker Built-in 4-way stereo speakers Built-in array microphone harman/kardon (Premium) with Cortana voice-recognition support,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),"ø6.0, 240W AC Adapter, Output: 20V DC, 12A, 240W, Input: 100~240V AC 50/60Hz universal","35.60 x 27.10 x 2.09 ~ 2.39 cm (14.02"" x 10.67"" x 0.82"" ~ 0.94"")",MyASUS ProArt Creator Hub ScreenXpert GlideX,System diagnosis Battery health charging Fan Profile Splendid Tru2Life Function key lock WiFi SmartConnect TaskFirst Live update AI Noise Canceling AdaptiveLock,ASUS Antimicrobial Guard,"3-Month Membership of Adobe Creative Cloud All Apps, Individual. The redemption duration from September 15, 2021 to August 31, 2026.",1-month trial for new Microsoft 365 customers. Credit card required.,US MIL-STD 810H military-grade standard,RoHS REACH,"Xbox Game Pass for PC_3 months (*Terms and exclusions apply. Offer only available in eligible markets for Game Pass for PC. Eligible markets are determined at activation. Game catalog varies by region, device, and time.)","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.",Stylus (ASUS Pen SA203H-MPP2.0 support) Backpack * Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,Trusted Platform Module (TPM) 2.0 HDD User Password Protection and Security Security Lock IR webcam with Windows Hello support,,,,,,,,,
asus_11_ASUS_Chromebook_CX15__CX1505_,,CX1505CKA,"Intel® Celeron® N4500 Processor 1.1 GHz (4MB Cache, up to 2.8 GHz, 2 cores, 2 Threads)",Intel® UHD Graphics,"4GB LPDDR4X on board, Memory Max Up to:4GB 8GB LPDDR4X on board, Memory Max Up to:8GB",128G eMMC,"Non-touch screen, 15.6-inch, FHD (1920 x 1080) 16:9, Wide view, Anti-glare display, 300nits, NTSC: 45%, Screen-to-body ratio:87 %",ChromeOS,"42WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.59 kg (3.51 lbs),Fabric Blue Pure Grey,,Up to 2x USB 3.2 Gen 1 Type-A Up to 2x USB 3.2 Gen 1 Type C support display/power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack,"Chiclet Keyboard, 1.35mm Key-travel, Spill-resistant Keyboard, Support NumberPad",720p HD camera With privacy shutter,Built-in speaker Built-in microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal (wallomount)","35.95 x 23.22 x 2.01 ~ 2.01 cm (14.15"" x 9.14"" x 0.79"" ~ 0.79"")",MyASUS,System diagnosis,,,,US MIL-STD 810H military-grade standard,Energy star 8.0,,,,Titan C Security Chip Kensington Nano Security Slot™(6x 2.5mm),,,,,,,,,
asus_122_Vivobook_15__F1502_,,F1502ZA,"Intel® Core™ i3-1220P Processor 1.1 GHz (12M Cache, up to 4.4 GHz, 10 cores) Intel® Core™ i5-1240P Processor 1.7 GHz (12M Cache, up to 4.4 GHz, 4P+8E cores) Intel® Core™ i7-1260P Processor 2.1 GHz (18M Cache, up to 4.7 GHz, 4P+8E cores) Intel®Core™ i5-1235U Processor 1.3 GHz (12M Cache, up to 4.4 GHz, 10 cores)",Intel® UHD Graphics *Intel Iris Xᵉ Graphics is only available in models with Intel® Core™ i5/i7/i9 processors with up to 80 graphics execution units (EUs) and dual-channel memory. Intel Iris Xᵉ Graphics *Intel Iris Xᵉ Graphics is only available in models with Intel® Core™ i5/i7/i9 processors with up to 80 graphics execution units (EUs) and dual-channel memory.,8GB DDR4 on board Max Total system memory up to:16GB 8GB DDR4 on board 8GB DDR4 SO-DIMM Max Total system memory up to:16GB 8GB DDR4 on board 4GB DDR4 SO-DIMM Max Total system memory up to:16GB 4GB DDR4 on board Max Total system memory up to:12GB,256GB M.2 NVMe™ PCIe® 3.0 SSD 512GB M.2 NVMe™ PCIe® 3.0 SSD,"15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 220nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, (Screen-to-body ratio)82% 15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, (Screen-to-body ratio)82%",Windows 11 Home in S Mode - ASUS recommends Windows 11 Pro for business Windows 11 Home - ASUS recommends Windows 11 Pro for business,"42WHrs, 3S1P, 3-cell Li-ion",1.70 kg (3.75 lbs),Quiet Blue,1x DDR4 SO-DIMM slot 1x M.2 2280 PCIe 4.0x4,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,"Backlit Chiclet Keyboard, Precision touchpad Precision touchpad",720p HD camera With privacy shutter,Built-in speaker with Cortana voice-recognition support,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card Wi-Fi 5(802.11ac) (Dual band) 1*1 + Bluetooth® 5.1 Wireless Card (*Bluetooth® version may change with OS version different.),"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal 65W AC Adapter (included with ADL P series Processor) ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal 45W AC Adapter (included with ADL U series Processor)","35.97 x 23.25 x 1.99 ~ 1.99 cm (14.16"" x 9.15"" x 0.78"" ~ 0.78"")",MyASUS ScreenXpert GlideX,System diagnosis Battery health charging Fan Profile Splendid Tru2Life Function key lock WiFi SmartConnect TaskFirst Live update ASUS Intelligent Performance Technology AI Noise Canceling,ASUS Antimicrobial Guard,"1-Month Membership of Adobe Creative Cloud All Apps, Individual. The redemption duration from September 15, 2021 to August 31, 2026.",1-month trial for new Microsoft 365 customers. Credit card required.,US MIL-STD 810H military-grade standard,Energy star 8.0 RoHS REACH,,"This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.",,Fingerprint sensor integrated with Touchpad,,,,,,,,,
asus_123_ASUS_Vivobook_15__M1502_,,M1502IA,"AMD Ryzen™ 5 4600H Mobile Processor (6C/12T, 11MB Cache, 4.0 GHz Max Boost) *The R7-4800H and R7-4800HS have the same performance on ASUS laptops due to ASUS’s innovative thermal design and clock boost technology.",AMD Radeon™ Graphics,8GB DDR4 on board Max Total system memory up to:16GB,256GB M.2 NVMe™ PCIe® 3.0 SSD 512GB M.2 NVMe™ PCIe® 3.0 SSD,"15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 60Hz refresh rate, 45% NTSC color gamut, Anti-glare display, (Screen-to-body ratio)82%",Windows 11 Home - ASUS recommends Windows 11 Pro for business,"42WHrs, 3S1P, 3-cell Li-ion",1.70 kg (3.75 lbs),Quiet Blue,1x DDR4 SO-DIMM slot 1x M.2 2280 PCIe 3.0x4,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,Precision touchpad,720p HD camera With privacy shutter,Built-in speaker with Cortana voice-recognition support,Wi-Fi 5(802.11ac) (Dual band) 1*1 + Bluetooth® 5.1 Wireless Card (*Bluetooth® version may change with OS version different.) Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),"ø4.5, 90W AC Adapter, Output: 19V DC, 4.74A, 90W, Input: 100~240V AC 50/60Hz universal","35.97 x 23.25 x 1.99 ~ 1.99 cm (14.16"" x 9.15"" x 0.78"" ~ 0.78"")",MyASUS GlideX,System diagnosis Battery health charging Fan Profile Splendid Function key lock WiFi SmartConnect TaskFirst Live update AI Noise Canceling,ASUS Antimicrobial Guard,"1-Month Membership of Adobe Creative Cloud All Apps, Individual. The redemption duration from September 15, 2021 to August 31, 2026.",1-month trial for new Microsoft 365 customers. Credit card required.,US MIL-STD 810H military-grade standard,Energy star 8.0 RoHS REACH,,"This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.",,Fingerprint sensor integrated with Touchpad,,,,,,,,,
asus_124_Vivobook_Go_15__L510_,$299.99,L510KA ASUS Store price starting at $299.99 See Options,"Intel® Celeron® N4500 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores) Intel® Pentium® Silver N6000 Processor 1.1 GHz (4M Cache, up to 3.3 GHz, 4 cores)",Intel® HD Graphics,4GB DDR4 on board Max Total system memory up to:4GB,128G eMMC 64G eMMC,"15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 200nits, 45% NTSC color gamut, Anti-glare display, (Screen-to-body ratio)84%",Windows 11 Home in S Mode - ASUS recommends Windows 11 Pro for business,"42WHrs, 3S1P, 3-cell Li-ion",1.57 kg (3.46 lbs),Star Black Dreamy White Rose Pink,1x M.2 2280 PCIe 3.0x2,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C 1x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,"1.35mm Key-travel, Precision touchpad Backlit Chiclet Keyboard, 1.35mm Key-travel, Touchpad Backlit Chiclet Keyboard, 1.35mm Key-travel, Precision touchpad",720p HD camera,Built-in speaker,Wi-Fi 5(802.11ac) (Dual band) 1*1 + Bluetooth® 5.1 Wireless Card (*Bluetooth® version may change with OS version different.),"ø4.0, 33W AC Adapter, Output: 19V DC, 1.75A, 33W, Input: 100-240V AC 50/60Hz universal","36.02 x 23.64 x 1.81 ~ 1.81 cm (14.18"" x 9.31"" x 0.71"" ~ 0.71"")",McAfee MyASUS,AppDeals System diagnosis Battery health charging Splendid Tru2Life Function key lock WiFi SmartConnect,,,Microsoft 365 Personal 1-year included.* *Activation required with 6-months of Windows activation date.,,Energy star,,,,,,,,,,,,,
asus_127_Vivobook_17__S712__AMD_Ryzen_5000_Series__,$729.99,M712UA ASUS Store Price $729.99 Notify me,"AMD Ryzen™ 5 5500U Mobile Processor (6-core/12-thread, 11MB cache, up to 4.0 GHz max boost)",AMD Radeon™ Graphics,8GB DDR4 on board Max Total system memory up to:16GB,"1TB SATA 5400RPM 2.5"" HDD, 128GB M.2 NVMe™ PCIe® 3.0 SSD","17.3-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, (Screen-to-body ratio)85%",Windows 10 Home - ASUS recommends Windows 10 Pro for business,"32WHrs, 2S1P, 2-cell Li-ion",2.30 kg (5.07 lbs),Transparent Silver,1x DDR4 SO-DIMM slot 1x M.2 2280 PCIe 3.0x2 1x STD 2.5” SATA HDD,2x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C 1x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x Headphone out Micro SD card reader,"Backlit Chiclet Keyboard, Touchpad",720p HD camera,Built-in speaker Built-in array microphone,Wi-Fi 5(802.11ac) (Dual band) 2*2 + Bluetooth® 5.1 Wireless Card,"ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal","40.60 x 25.60 x 1.99 ~ 1.99 cm (15.98"" x 10.08"" x 0.78"" ~ 0.78"")",MyASUS,Fan Profile Splendid Tru2Life Function key lock,,,1-month trial for new Microsoft 365 customers. Credit card required.,,Energy star,,¹The Windows 11 upgrade will be delivered to qualifying devices late 2021 into 2022. Timing will vary by device. Certain features require specific hardware (see aka.ms/windows11-spec),,,,,,,,,,,
